"imdb_url_id","movie_id","ten_star","nine_star","eight_star","seven_star","six_star","five_star","four_star","three_star","two_star","one_star""tt0000001","1","183","37","114","227","419","328","141","66","67","74"
"tt0000144","144","9","0","10","20","62","63","33","14","12","5"
"tt0000145","145","1","0","0","0","1","0","2","0","0","3"
"tt0000146","146","1","0","1","1","4","2","2","1","0","2"
"tt0000147","147","17","2","13","30","78","126","49","19","15","10"
"tt0000148","148","1","0","0","0","1","0","0","2","0","3"
"tt0000149","149","1","1","0","0","2","3","2","0","0","2"
"tt0000150","150","4","4","6","13","25","32","13","9","4","4"
"tt0000151","151","3","0","3","2","4","11","5","0","1","3"
"tt0000152","152","9","5","20","35","64","20","10","5","3","8"
"tt0000153","153","19","6","20","51","100","82","26","14","11","7"
"tt0000154","154","1","0","1","0","1","2","0","0","0","3"
"tt0000155","155","2","1","0","0","2","3","3","1","0","2"
"tt0000156","156","2","0","0","0","1","3","2","1","0","3"
"tt0000157","157","1","0","0","0","2","0","2","0","0","3"
"tt0000158","158","1","0","0","0","1","0","2","0","0","4"
"tt0000159","159","5","5","1","4","16","21","6","2","4","7"
"tt0000160","160","3","0","0","1","1","0","0","0","0","4"
"tt0000161","161","1","0","0","0","1","1","1","1","0","3"
"tt0000162","162","12","5","23","58","92","117","44","23","9","14"
"tt0000163","163","1","0","0","0","1","0","2","0","1","1"
"tt0000164","164","8","2","6","22","57","60","45","12","11","8"
"tt0000165","165","8","0","6","7","11","19","19","11","3","7"
"tt0000166","166","1","0","0","0","2","0","1","0","0","3"
"tt0000167","167","5","1","3","2","15","28","18","14","9","9"
"tt0000168","168","1","0","0","0","1","0","0","1","1","3"
"tt0000169","169","1","0","0","1","2","4","6","0","0","6"
"tt0000170","170","6","0","9","18","56","48","19","11","5","13"
"tt0000171","171","1","0","0","0","1","0","2","0","0","2"
"tt0000172","172","27","23","67","146","220","101","44","18","20","19"
"tt0000173","173","2","0","1","0","3","3","3","0","0","5"
"tt0000174","174","4","0","2","7","19","34","22","8","4","6"
"tt0000175","175","6","1","7","16","38","48","22","10","8","10"
"tt0000176","176","1","0","0","1","1","1","0","0","0","2"
"tt0000177","177","7","0","6","12","27","61","35","18","16","8"
"tt0000178","178","8","1","2","12","23","29","9","9","2","8"
"tt0000179","179","1","2","0","1","4","3","5","1","2","4"
"tt0000181","181","10","1","4","5","8","3","0","1","1","4"
"tt0000182","182","20","10","14","23","93","160","65","45","22","18"
"tt0000183","183","4","2","3","0","3","0","2","0","0","4"
"tt0000184","184","6","3","5","23","47","70","52","32","12","12"
"tt0000186","186","1","0","0","0","1","3","2","1","0","3"
"tt0000187","187","2","0","2","2","7","13","6","0","1","2"
"tt0000188","188","1","0","1","0","0","1","0","0","0","3"
"tt0000190","190","5","1","4","9","24","39","21","6","4","4"
"tt0000192","192","4","1","2","8","17","40","27","13","13","10"
"tt0000194","194","18","3","5","4","2","3","4","3","4","19"
"tt0000196","196","2","0","3","1","5","1","2","2","0","4"
"tt0000197","197","1","0","0","0","3","2","1","1","0","2"
"tt0000198","198","1","0","0","0","2","3","1","0","0","2"
"tt0000199","199","1","0","1","0","0","0","0","3","0","1"
"tt0000204","204","2","0","0","0","2","0","0","0","0","2"
"tt0000205","205","3","1","0","0","3","6","2","0","1","3"
"tt0000206","206","1","0","0","0","2","1","0","0","0","2"
"tt0000207","207","1","0","1","1","1","0","0","1","0","1"
"tt0000208","208","24","12","30","74","143","104","42","22","9","10"
"tt0000209","209","3","1","0","1","3","1","0","3","1","4"
"tt0000210","210","1","0","2","0","6","3","2","1","0","2"
"tt0000211","211","413","353","976","910","422","155","61","38","30","35"
"tt0000213","213","3","2","4","11","32","56","36","19","14","9"
"tt0000214","214","5","1","3","3","6","14","10","2","2","14"
"tt0000215","215","6","0","0","4","13","21","21","15","13","7"
"tt0000218","218","29","21","38","84","146","95","41","21","11","15"
"tt0000219","219","9","2","1","0","4","1","0","1","0","5"
"tt0000222","222","3","0","4","9","33","62","34","16","13","12"
"tt0000223","223","1","1","0","0","4","2","1","0","0","2"
"tt0000225","225","3","0","2","1","2","3","1","1","0","5"
"tt0000228","228","6","1","8","20","44","66","28","20","13","13"
"tt0000229","229","4","0","0","2","10","26","17","10","7","5"
"tt0000230","230","81","69","169","377","357","156","69","39","21","15"
"tt0000231","231","1","0","0","0","1","0","1","1","1","3"
"tt0000234","234","8","4","4","4","4","1","2","3","0","8"
"tt0000235","235","31","25","56","132","165","93","40","12","12","14"
"tt0000239","239","9","1","12","24","55","45","15","11","10","9"
"tt0000240","240","1","1","1","1","6","12","17","2","4","6"
"tt0000242","242","51","36","114","237","251","121","46","34","15","18"
"tt0000245","245","9","0","1","2","1","4","1","2","0","5"
"tt0000246","246","49","41","100","258","245","123","51","16","15","10"
"tt0000247","247","17","5","14","39","80","130","54","26","17","25"
"tt0000248","248","58","42","117","252","444","237","90","41","26","30"
"tt0000251","251","4","2","8","8","24","24","9","6","1","5"
"tt0000253","253","3","1","0","0","2","3","1","2","1","5"
"tt0000256","256","8","2","1","7","18","34","28","19","2","9"
"tt0000261","261","6","1","4","2","12","10","5","1","1","5"
"tt0000264","264","13","8","28","44","112","88","33","14","7","12"
"tt0000265","265","7","1","1","4","11","18","32","13","8","5"
"tt0000269","269","6","1","1","9","18","32","16","8","2","7"
"tt0000271","271","1","1","1","0","2","1","0","0","0","1"
"tt0000272","272","26","11","39","100","208","164","69","29","24","16"
"tt0000273","273","16","11","31","61","101","149","73","23","10","13"
"tt0000274","274","8","4","10","30","59","38","19","10","4","9"
"tt0000276","276","3","0","0","3","1","0","1","0","0","1"
"tt0000277","277","5","0","5","9","11","12","3","1","0","2"
"tt0000278","278","2","0","0","1","1","0","0","1","1","1"
"tt0000279","279","1","0","0","0","2","0","0","1","2","1"
"tt0000280","280","1","0","0","0","1","1","2","0","1","1"
"tt0000281","281","1","1","0","1","0","1","0","1","1","1"
"tt0000283","283","1","0","1","2","3","3","1","0","0","1"
"tt0000284","284","4","2","10","19","54","45","22","4","10","10"
"tt0000285","285","1","0","1","1","1","0","1","0","0","2"
"tt0000286","286","6","5","11","21","67","38","14","8","4","5"
"tt0000287","287","5","0","3","7","24","45","18","10","4","7"
"tt0000288","288","4","3","3","19","40","49","19","11","8","4"
"tt0000292","292","2","5","0","8","16","17","9","4","3","4"
"tt0000296","296","8","4","22","32","69","32","19","8","6","8"
"tt0000299","299","8","1","11","21","61","37","23","13","6","4"
"tt0000300","300","76","69","211","314","225","93","27","19","6","18"
"tt0000301","301","7","2","3","13","49","90","66","43","23","21"
"tt0000302","302","6","1","3","16","29","45","28","10","3","5"
"tt0000304","304","41","21","95","213","324","174","86","33","25","19"
"tt0000306","306","12","3","13","17","40","46","19","7","4","10"
"tt0000307","307","4","0","1","5","8","19","14","3","4","4"
"tt0000308","308","5","1","1","10","19","13","5","5","3","2"
"tt0000309","309","48","26","72","120","239","120","46","22","11","17"
"tt0000310","310","7","2","0","1","0","1","1","1","0","2"
"tt0000311","311","7","1","1","4","11","18","32","13","8","5"
"tt0000313","313","26","16","43","129","199","162","40","29","12","12"
"tt0000319","319","7","6","5","29","42","34","8","4","3","5"
"tt0000321","321","5","1","6","18","28","43","34","19","10","7"
"tt0000328","328","1","0","0","4","0","1","0","0","0","1"
"tt0000335","335","5","6","2","2","8","8","0","1","1","6"
"tt0000337","337","5","5","10","27","80","91","44","17","12","22"
"tt0000340","340","14","1","12","18","43","69","32","22","11","11"
"tt0000341","341","11","5","9","26","60","83","43","26","14","13"
"tt0000346","346","8","3","4","13","30","51","27","18","4","8"
"tt0000347","347","3","0","1","4","10","17","26","13","4","5"
"tt0000349","349","8","1","2","13","31","23","6","8","1","3"
"tt0000350","350","19","15","52","97","202","130","55","22","16","14"
"tt0000352","352","4","0","0","2","6","8","2","1","0","1"
"tt0000353","353","8","6","20","32","72","73","33","18","10","21"
"tt0000355","355","26","12","53","135","184","93","34","14","8","9"
"tt0000357","357","8","7","24","67","125","59","23","17","4","8"
"tt0000358","358","21","20","60","130","182","93","33","16","13","12"
"tt0000359","359","178","181","601","842","414","151","54","28","15","27"
"tt0000361","361","7","0","0","0","1","0","1","0","0","1"
"tt0000363","363","7","3","20","27","30","21","5","5","1","3"
"tt0000364","364","9","1","2","22","25","42","7","6","3","6"
"tt0000368","368","2","1","2","1","1","1","1","1","0","1"
"tt0000370","370","18","3","19","63","99","91","32","18","12","8"
"tt0000373","373","4","2","6","10","19","9","3","1","1","2"
"tt0000376","376","3","0","0","0","1","1","0","0","0","1"
"tt0000377","377","6","4","7","25","27","15","4","5","1","3"
"tt0000379","379","1","0","0","0","0","1","4","0","0","0"
"tt0000380","380","2","1","3","3","0","3","1","0","0","0"
"tt0000381","381","1","0","0","0","0","1","2","4","2","0"
"tt0000384","384","5","5","19","29","48","51","12","10","6","3"
"tt0000387","387","10","4","12","34","55","88","44","20","9","11"
"tt0000388","388","2","0","7","8","23","28","19","7","6","2"
"tt0000399","399","24","17","60","148","205","94","45","25","12","14"
"tt0000400","400","2","0","2","2","2","0","0","0","0","2"
"tt0000402","402","2","1","1","0","0","0","0","0","0","3"
"tt0000406","406","5","0","2","2","3","2","1","3","0","5"
"tt0000407","407","1","0","0","1","0","7","6","7","1","5"
"tt0000409","409","5","2","2","25","43","48","16","16","6","9"
"tt0000410","410","46","48","136","276","191","101","32","17","13","8"
"tt0000412","412","1","0","1","0","2","2","0","2","0","4"
"tt0000413","413","17","6","14","41","97","97","36","17","8","12"
"tt0000414","414","21","10","32","93","159","177","75","31","29","22"
"tt0000416","416","8","1","3","19","28","35","13","7","5","4"
"tt0000417","417","8,829","8,334","14,484","6,919","2,640","1,029","349","220","149","253"
"tt0000420","420","126","67","265","592","689","343","121","55","31","38"
"tt0000423","423","9","3","10","22","52","54","17","11","4","4"
"tt0000425","425","1","1","1","0","1","1","2","1","1","1"
"tt0000426","426","1","1","0","0","1","0","0","0","1","2"
"tt0000430","430","23","12","47","126","188","124","37","18","24","8"
"tt0000432","432","6","7","16","25","38","35","17","8","5","9"
"tt0000436","436","25","15","45","113","140","59","26","11","7","10"
"tt0000437","437","8","3","13","13","36","64","29","16","7","4"
"tt0000439","439","1,616","1,349","4,578","5,412","2,424","986","322","144","91","97"
"tt0000440","440","5","5","10","18","46","55","22","6","6","5"
"tt0000441","441","3","0","0","0","0","0","2","0","0","1"
"tt0000442","442","4","1","0","5","5","13","14","11","4","2"
"tt0000443","443","2","0","0","1","2","1","1","1","0","1"
"tt0000446","446","3","0","2","0","0","0","1","1","0","2"
"tt0000447","447","96","60","230","601","628","269","93","36","27","29"
"tt0000451","451","39","40","121","221","176","82","37","11","12","11"
"tt0000452","452","2","0","1","7","10","31","18","7","1","7"
"tt0000455","455","107","102","279","546","352","139","59","32","14","21"
"tt0000456","456","1","0","1","2","2","7","14","6","1","4"
"tt0000459","459","2","0","0","2","4","16","22","5","0","2"
"tt0000460","460","2","0","1","1","0","0","2","0","0","1"
"tt0000464","464","11","2","14","26","53","104","67","38","22","14"
"tt0000465","465","111","129","288","305","164","74","36","11","5","17"
"tt0000469","469","39","19","80","143","263","205","74","35","16","21"
"tt0000471","471","13","6","13","32","101","120","62","26","15","14"
"tt0000472","472","2","1","0","2","3","2","3","0","0","0"
"tt0000479","479","17","3","19","30","85","98","37","19","11","15"
"tt0000480","480","6","1","3","16","30","55","24","12","6","7"
"tt0000487","487","38","30","72","139","70","38","12","6","3","9"
"tt0000488","488","64","51","135","205","122","65","13","11","6","15"
"tt0000491","491","2","0","0","3","0","5","10","16","1","3"
"tt0000492","492","3","0","4","8","14","31","12","7","5","3"
"tt0000495","495","3","5","5","19","20","19","7","2","1","2"
"tt0000496","496","4","2","7","4","7","7","4","2","1","2"
"tt0000497","497","0","1","0","11","7","18","5","6","0","3"
"tt0000498","498","51","61","153","335","238","110","43","14","10","10"
"tt0000499","499","375","373","923","735","367","135","71","28","14","34"
"tt0000501","501","5","0","1","2","1","3","4","2","1","7"
"tt0000502","502","2","0","0","1","0","0","0","1","0","3"
"tt0000505","505","2","1","5","2","1","0","0","0","0","0"
"tt0000506","506","1","0","0","1","1","1","0","0","0","2"
"tt0000507","507","2","0","0","0","1","2","9","7","3","4"
"tt0000509","509","1","1","5","0","4","6","2","0","0","1"
"tt0000511","511","7","2","1","4","3","1","3","1","1","2"
"tt0000512","512","1","1","0","3","5","10","7","9","2","2"
"tt0000515","515","1","2","1","9","9","18","20","7","1","5"
"tt0000516","516","43","45","138","223","212","113","35","17","6","9"
"tt0000519","519","10","9","13","46","88","81","25","11","6","9"
"tt0000520","520","7","2","3","2","8","3","4","0","0","3"
"tt0000521","521","7","4","14","35","76","61","25","13","7","8"
"tt0000524","524","27","9","63","100","189","164","43","31","20","13"
"tt0000525","525","3","1","1","1","11","14","3","4","1","1"
"tt0000526","526","2","0","0","1","5","7","11","10","1","3"
"tt0000528","528","3","0","0","0","2","1","1","0","1","1"
"tt0000533","533","10","1","1","0","0","1","0","1","0","4"
"tt0000534","534","54","61","133","302","236","98","35","22","9","12"
"tt0000535","535","2","0","0","3","11","15","11","2","2","0"
"tt0000537","537","1","1","2","2","6","22","12","12","5","2"
"tt0000543","543","1","0","0","0","2","6","2","1","0","0"
"tt0000546","546","116","87","288","492","401","150","65","29","18","27"
"tt0000548","548","1","0","0","2","0","1","0","0","2","0"
"tt0000550","550","1","0","0","0","1","1","2","1","1","1"
"tt0000552","552","2","1","2","9","10","9","1","3","1","2"
"tt0000553","553","14","13","43","86","86","34","13","8","2","6"
"tt0000554","554","60","42","112","239","351","163","55","48","16","14"
"tt0000555","555","1","0","0","0","3","3","2","2","0","0"
"tt0000557","557","6","0","1","7","13","25","15","14","4","9"
"tt0000561","561","2","1","0","5","5","9","5","2","0","2"
"tt0000565","565","24","24","41","122","120","54","32","12","1","11"
"tt0000567","567","60","60","132","275","212","84","36","13","13","14"
"tt0000570","570","1","0","1","2","1","8","5","10","6","0"
"tt0000571","571","7","1","8","16","13","3","3","0","0","1"
"tt0000574","574","56","18","58","138","141","102","28","21","13","17"
"tt0000575","575","23","13","30","63","123","82","40","15","5","12"
"tt0000576","576","6","4","20","37","74","28","11","8","1","6"
"tt0000578","578","4","0","0","1","3","1","0","0","0","1"
"tt0000581","581","1","1","0","0","0","2","0","0","0","2"
"tt0000582","582","89","24","38","59","83","116","75","47","36","23"
"tt0000583","583","2","1","3","1","5","3","5","3","0","2"
"tt0000584","584","1","2","1","5","11","15","7","6","3","2"
"tt0000586","586","2","0","0","0","1","1","1","0","1","0"
"tt0000591","591","1","0","0","0","1","2","1","1","0","0"
"tt0000595","595","1","0","0","1","0","2","0","1","0","0"
"tt0000597","597","1","0","1","5","10","18","9","8","2","1"
"tt0000598","598","5","0","2","2","5","4","2","2","1","4"
"tt0000599","599","1","0","0","0","2","0","2","0","1","1"
"tt0000600","600","2","1","3","1","5","3","5","3","0","2"
"tt0000601","601","0","1","1","0","1","0","1","0","1","1"
"tt0000602","602","7","10","13","18","13","37","28","13","10","16"
"tt0000609","609","1","0","0","2","1","3","0","0","1","4"
"tt0000610","610","2","1","0","0","1","2","0","2","1","2"
"tt0000613","613","0","0","1","0","1","1","2","0","1","1"
"tt0000614","614","58","60","99","187","329","72","36","25","10","6"
"tt0000615","615","1","1","1","0","1","1","5","0","1","3"
"tt0000617","617","3","0","0","1","2","1","1","3","2","3"
"tt0000618","618","3","0","2","0","2","0","1","0","0","0"
"tt0000621","621","24","19","82","139","131","76","24","7","7","7"
"tt0000624","624","4","0","0","0","0","0","0","0","0","2"
"tt0000627","627","4","0","2","2","0","2","0","0","1","3"
"tt0000628","628","34","15","51","103","180","171","63","29","11","20"
"tt0000629","629","3","1","2","5","5","8","3","1","2","3"
"tt0000630","630","1","0","0","0","0","2","1","1","2","4"
"tt0000632","632","4","1","0","4","2","10","10","3","1","1"
"tt0000634","634","2","0","0","1","0","0","1","0","0","6"
"tt0000635","635","2","0","0","1","0","0","1","0","0","6"
"tt0000637","637","18","8","26","88","157","155","62","34","9","15"
"tt0000638","638","4","0","1","8","1","7","3","2","2","4"
"tt0000639","639","4","1","0","5","7","13","3","0","4","4"
"tt0000640","640","3","0","1","5","10","18","18","6","10","9"
"tt0000641","641","6","3","6","7","19","25","18","11","5","6"
"tt0000642","642","4","1","3","1","2","6","0","1","0","6"
"tt0000644","644","3","0","1","4","1","4","0","0","2","4"
"tt0000645","645","7","4","6","12","14","30","12","9","5","6"
"tt0000648","648","4","2","3","6","19","28","17","11","7","10"
"tt0000650","650","2","0","0","2","0","0","1","0","0","1"
"tt0000651","651","3","0","0","4","5","10","5","6","0","1"
"tt0000653","653","5","1","1","10","23","38","40","18","7","9"
"tt0000654","654","5","0","1","4","11","14","7","2","1","5"
"tt0000658","658","7","8","26","51","41","23","7","3","3","4"
"tt0000659","659","4","2","0","0","6","13","4","0","3","3"
"tt0000660","660","3","0","3","2","1","4","0","0","1","4"
"tt0000661","661","2","3","0","2","1","1","1","0","1","1"
"tt0000662","662","2","1","1","1","0","4","4","0","2","3"
"tt0000663","663","3","0","2","0","2","3","0","0","1","3"
"tt0000665","665","3","0","1","3","0","3","0","1","0","3"
"tt0000666","666","5","0","2","0","7","0","0","0","2","4"
"tt0000668","668","6","2","1","3","2","3","0","1","0","2"
"tt0000669","669","7","1","2","10","8","29","25","10","2","10"
"tt0000671","671","1","1","0","1","2","2","0","0","1","0"
"tt0000672","672","4","0","2","0","0","3","0","0","1","4"
"tt0000674","674","2","0","1","2","4","6","10","9","1","0"
"tt0000675","675","1","0","0","1","3","0","1","0","2","1"
"tt0000676","676","1","0","0","0","1","2","1","0","2","1"
"tt0000677","677","2","0","0","1","1","1","0","0","0","1"
"tt0000679","679","5","2","1","2","5","6","5","1","1","7"
"tt0000680","680","3","1","0","0","3","3","0","0","1","3"
"tt0000681","681","2","1","0","0","1","2","0","0","1","2"
"tt0000682","682","192","141","410","670","414","185","63","34","28","29"
"tt0000683","683","5","0","2","7","8","10","2","1","3","4"
"tt0000684","684","4","1","2","8","10","23","14","7","2","4"
"tt0000685","685","4","1","1","0","0","4","0","0","0","4"
"tt0000689","689","6","0","2","1","0","4","1","0","0","3"
"tt0000690","690","3","0","4","1","1","1","0","0","0","3"
"tt0000694","694","2","1","2","2","1","5","0","0","0","5"
"tt0000695","695","4","1","2","2","4","2","0","1","0","5"
"tt0000697","697","2","0","0","0","2","2","0","0","1","2"
"tt0000698","698","2","0","0","0","2","1","1","0","0","2"
"tt0000699","699","2","0","0","0","2","4","0","0","0","1"
"tt0000700","700","3","0","2","7","6","13","6","8","1","0"
"tt0000702","702","43","45","138","223","212","113","35","17","6","9"
"tt0000704","704","2","2","0","1","1","7","1","2","0","3"
"tt0000706","706","2","0","0","1","1","4","0","2","0","2"
"tt0000707","707","2","0","0","0","1","3","0","0","0","2"
"tt0000708","708","1","0","1","0","1","4","0","2","0","2"
"tt0000709","709","4","1","0","3","7","10","4","1","0","2"
"tt0000710","710","4","1","0","3","7","10","4","1","0","2"
"tt0000711","711","1","0","1","0","0","2","0","1","0","2"
"tt0000713","713","2","0","0","0","0","3","0","0","0","1"
