"movie_id","movie_title","imdb_url","genre"
"366","Dangerous Minds (1995)","https://www.imdb.com/title/tt0112792/","Biography,Drama"
"518","Miller's Crossing (1990)","https://www.imdb.com/title/tt0100150/","Crime,Drama,Thriller"
"403","Batman (1989)","https://www.imdb.com/title/tt0096895/","Action,Adventure"
"111","Truth About Cats & Dogs, The (1996)","https://www.imdb.com/title/tt0117979/","Comedy,Romance"
"625","Sword in the Stone, The (1963)","https://www.imdb.com/title/tt0057546/","Animation,Adventure,Comedy,Family,Fantasy,Musical"
"338","Bean (1997)","https://www.imdb.com/title/tt0118689/","Adventure,Comedy,Family"
"25","Birdcage, The (1996)","https://www.imdb.com/title/tt0115685/","Comedy"
"1016","Con Air (1997)","https://www.imdb.com/title/tt0118880/","Action,Crime,Thriller"
"154","Monty Python's Life of Brian (1979)","https://www.imdb.com/title/tt0079470/","Comedy"
"275","Sense and Sensibility (1995)","https://www.imdb.com/title/tt0114388/","Drama,Romance"
"1153","Backbeat (1993)","",""
"498","African Queen, The (1951)","https://www.imdb.com/title/tt6558218/","Talk-Show"
"382","Adventures of Priscilla, Queen of the Desert, The (1994)","https://www.imdb.com/title/tt0109045/","Comedy,Music"
"209","This Is Spinal Tap (1984)","https://www.imdb.com/title/tt0088258/","Comedy,Music"
"23","Taxi Driver (1976)","https://www.imdb.com/title/tt0075314/","Crime,Drama"
"294","Liar Liar (1997)","https://www.imdb.com/title/tt0119528/","Comedy,Fantasy"
"208","Young Frankenstein (1974)","https://www.imdb.com/title/tt0072431/","Comedy"
"685","Executive Decision (1996)","https://www.imdb.com/title/tt0116253/","Action,Adventure,Thriller"
"328","Conspiracy Theory (1997)","https://www.imdb.com/title/tt0118883/","Action,Mystery,Thriller"
"496","It's a Wonderful Life (1946)","https://www.imdb.com/title/tt0038650/","Drama,Family,Fantasy"
"132","Wizard of Oz, The (1939)","https://www.imdb.com/title/tt0780353/","Family,Fantasy"
"174","Raiders of the Lost Ark (1981)","https://www.imdb.com/title/tt0082971/","Action,Adventure"
"96","Terminator 2: Judgment Day (1991)","https://www.imdb.com/title/tt0103064/","Action,Sci-Fi"
"151","Willy Wonka and the Chocolate Factory (1971)","https://www.imdb.com/title/tt0067992/","Family,Fantasy,Musical"
"307","Devil's Advocate, The (1997)","https://www.imdb.com/title/tt10513326/","Comedy,Talk-Show"
"648","Quiet Man, The (1952)","https://www.imdb.com/title/tt0045061/","Comedy,Drama,Romance"
"21","Muppet Treasure Island (1996)","https://www.imdb.com/title/tt0117110/","Action,Adventure,Comedy,Family,Musical,Romance"
"832","Bogus (1996)","https://www.imdb.com/title/tt0115725/","Comedy,Family,Fantasy"
"514","Annie Hall (1977)","https://www.imdb.com/title/tt0075686/","Comedy,Romance"
"789","Swimming with Sharks (1995)","https://www.imdb.com/title/tt11343686/","Drama"
"485","My Fair Lady (1964)","https://www.imdb.com/title/tt0058385/","Drama,Family,Musical,Romance"
"317","In the Name of the Father (1993)","https://www.imdb.com/title/tt0107207/","Biography,Drama"
"195","Terminator, The (1984)","https://www.imdb.com/title/tt10510546/","Action,Comedy,Sci-Fi"
"200","Shining, The (1980)","https://www.imdb.com/title/tt11151678/","Comedy,Horror"
"385","True Lies (1994)","https://www.imdb.com/title/tt0111503/","Action,Comedy,Thriller"
"750","Amistad (1997)","https://www.imdb.com/title/tt0118607/","Biography,Drama,History"
"264","Mimic (1997)","https://www.imdb.com/title/tt0119675/","Horror,Sci-Fi"
"245","Devil's Own, The (1997)","https://www.imdb.com/title/tt0118972/","Action,Crime,Drama,Thriller"
"135","2001: A Space Odyssey (1968)","https://www.imdb.com/title/tt0062622/","Adventure,Sci-Fi"
"1147","My Family (1995)","https://www.imdb.com/title/tt0113896/","Drama"
"471","Courage Under Fire (1996)","https://www.imdb.com/title/tt0115956/","Action,Drama,Mystery,Thriller,War"
"658","Pump Up the Volume (1990)","https://www.imdb.com/title/tt0100436/","Comedy,Drama,Music"
"140","Homeward Bound: The Incredible Journey (1993)","https://www.imdb.com/title/tt0107131/","Adventure,Comedy,Drama,Family"
"379","Tales From the Crypt Presents: Demon Knight (1995)","https://www.imdb.com/title/tt0114608/","Action,Fantasy,Horror,Thriller"
"815","One Fine Day (1996)","https://www.imdb.com/title/tt0117247/","Comedy,Drama,Romance"
"479","Vertigo (1958)","https://www.imdb.com/title/tt0052357/","Mystery,Romance,Thriller"
"368","Bio-Dome (1996)","https://www.imdb.com/title/tt0115683/","Comedy"
"1211","Blue Sky (1994)","https://www.imdb.com/title/tt0109306/","Drama,Romance"
"1134","Get on the Bus (1996)","https://www.imdb.com/title/tt0116404/","Drama,History"
"836","Ninotchka (1939)","https://www.imdb.com/title/tt0031725/","Comedy,Romance"
"272","Good Will Hunting (1997)","https://www.imdb.com/title/tt0119217/","Drama,Romance"
"756","Father of the Bride Part II (1995)","https://www.imdb.com/title/tt0113041/","Comedy,Family,Romance"
"787","Roommates (1995)","https://www.imdb.com/title/tt0114296/","Comedy,Drama"
"14","Postino, Il (1994)","https://www.imdb.com/title/tt0110877/","Biography,Comedy,Drama,Romance"
"955","Before Sunrise (1995)","https://www.imdb.com/title/tt0112471/","Drama,Romance"
"419","Mary Poppins (1964)","https://www.imdb.com/title/tt0058331/","Comedy,Family,Fantasy,Musical"
"405","Mission: Impossible (1996)","https://www.imdb.com/title/tt0117060/","Action,Adventure,Thriller"
"504","Bonnie and Clyde (1967)","https://www.imdb.com/title/tt0061418/","Action,Biography,Crime,Drama"
"466","Red Rock West (1992)","https://www.imdb.com/title/tt0105226/","Crime,Drama,Thriller"
"268","Chasing Amy (1997)","https://www.imdb.com/title/tt0118842/","Comedy,Drama,Romance"
"117","Rock, The (1996)","https://www.imdb.com/title/tt0117500/","Action,Adventure,Thriller"
"273","Heat (1995)","https://www.imdb.com/title/tt0113277/","Crime,Drama,Thriller"
"559","Interview with the Vampire (1994)","https://www.imdb.com/title/tt11453696/","Comedy"
"794","It Could Happen to You (1994)","https://www.imdb.com/title/tt0110167/","Comedy,Drama,Romance"
"323","Dante's Peak (1997)","https://www.imdb.com/title/tt0118928/","Action,Adventure,Thriller"
"177","Good, The Bad and The Ugly, The (1966)","https://www.imdb.com/title/tt4666816/","Short,Comedy"
"231","Batman Returns (1992)","https://www.imdb.com/title/tt0103776/","Action,Crime,Fantasy"
"2","GoldenEye (1995)","https://www.imdb.com/title/tt0113189/","Action,Adventure,Thriller"
"137","Big Night (1996)","https://www.imdb.com/title/tt0115678/","Drama,Romance"
"1336","Kazaam (1996)","https://www.imdb.com/title/tt0116756/","Comedy,Family,Fantasy,Musical"
"164","Abyss, The (1989)","https://www.imdb.com/title/tt0096754/","Adventure,Drama,Mystery,Sci-Fi,Thriller"
"281","River Wild, The (1994)","https://www.imdb.com/title/tt0110997/","Adventure,Crime,Thriller"
"1240","Ghost in the Shell (Kokaku kidotai) (1995)","https://www.imdb.com/title/tt0113568/","Animation,Action,Crime,Drama,Mystery,Sci-Fi,Thriller"
"298","Face/Off (1997)","https://www.imdb.com/title/tt0119094/","Action,Crime,Sci-Fi,Thriller"
"443","Birds, The (1963)","https://www.imdb.com/title/tt11085962/","Comedy,Horror"
"1035","Cool Runnings (1993)","https://www.imdb.com/title/tt0106611/","Adventure,Comedy,Family,History,Sport"
"79","Fugitive, The (1993)","https://www.imdb.com/title/tt0106977/","Action,Crime,Drama,Mystery,Thriller"
"258","Contact (1997)","https://www.imdb.com/title/tt0118884/","Drama,Mystery,Sci-Fi,Thriller"
"455","Jackie Chan's First Strike (1996)","https://www.imdb.com/title/tt0116704/","Action,Adventure,Comedy,Crime,Drama,Thriller"
"755","Jumanji (1995)","https://www.imdb.com/title/tt0113497/","Adventure,Comedy,Family,Fantasy"
"673","Cape Fear (1962)","https://www.imdb.com/title/tt0055824/","Drama,Thriller"
"172","Empire Strikes Back, The (1980)","https://www.imdb.com/title/tt2266455/","News"
"1217","Assassins (1995)","https://www.imdb.com/title/tt0112401/","Action,Crime,Thriller"
"719","Canadian Bacon (1994)","https://www.imdb.com/title/tt0109370/","Comedy"
"1267","Clockers (1995)","https://www.imdb.com/title/tt0112688/","Crime,Drama,Mystery"
"930","Chain Reaction (1996)","https://www.imdb.com/title/tt0115857/","Action,Drama,Sci-Fi,Thriller"
"216","When Harry Met Sally... (1989)","https://www.imdb.com/title/tt0098635/","Comedy,Drama,Romance"
"1079","Joe's Apartment (1996)","https://www.imdb.com/title/tt0116707/","Comedy,Fantasy,Musical,Sci-Fi"
"452","Jaws 2 (1978)","https://www.imdb.com/title/tt0077766/","Adventure,Drama,Horror,Thriller"
"61","Three Colors: White (1994)","https://www.imdb.com/title/tt0111507/","Comedy,Drama,Romance"
"48","Hoop Dreams (1994)","https://www.imdb.com/title/tt0110057/","Documentary,Drama,Sport"
"360","Wonderland (1997)","https://www.imdb.com/title/tt0120529/","Documentary"
"77","Firm, The (1993)","https://www.imdb.com/title/tt0106918/","Drama,Mystery,Thriller"
"476","First Wives Club, The (1996)","https://www.imdb.com/title/tt0116313/","Comedy"
"483","Casablanca (1942)","https://www.imdb.com/title/tt0034583/","Drama,Romance,War"
"748","Saint, The (1997)","https://www.imdb.com/title/tt0120053/","Action,Adventure,Romance,Sci-Fi,Thriller"
"220","Mirror Has Two Faces, The (1996)","https://www.imdb.com/title/tt0117057/","Comedy,Drama,Romance"
"255","My Best Friend's Wedding (1997)","https://www.imdb.com/title/tt0119738/","Comedy,Drama,Romance"
"280","Up Close and Personal (1996)","https://www.imdb.com/title/tt0497080/","Talk-Show"
"202","Groundhog Day (1993)","https://www.imdb.com/title/tt0107048/","Comedy,Fantasy,Romance"
"408","Close Shave, A (1995)","https://www.imdb.com/title/tt0112691/","Animation,Short,Comedy,Crime,Family"
"235","Mars Attacks! (1996)","https://www.imdb.com/title/tt0116996/","Comedy,Sci-Fi"
"228","Star Trek: The Wrath of Khan (1982)","https://www.imdb.com/title/tt0084726/","Action,Adventure,Sci-Fi"
"1098","Flirting With Disaster (1996)","https://www.imdb.com/title/tt0116324/","Comedy"
"347","Wag the Dog (1997)","https://www.imdb.com/title/tt0120885/","Comedy,Drama"
"178","12 Angry Men (1957)","https://www.imdb.com/title/tt0050083/","Drama"
"478","Philadelphia Story, The (1940)","https://www.imdb.com/title/tt9353824/","Comedy,Mystery"
"688","Leave It to Beaver (1997)","https://www.imdb.com/title/tt0119509/","Comedy,Family"
"10","Richard III (1995)","https://www.imdb.com/title/tt0114279/","Drama,Sci-Fi,War"
"127","Godfather, The (1972)","https://www.imdb.com/title/tt0068646/","Crime,Drama"
"106","Diabolique (1996)","https://www.imdb.com/title/tt0116095/","Drama,Horror,Mystery,Thriller"
"69","Forrest Gump (1994)","https://www.imdb.com/title/tt0109830/","Drama,Romance"
"944","Renaissance Man (1994)","https://www.imdb.com/title/tt0110971/","Comedy,Drama"
"790","Tommy Boy (1995)","https://www.imdb.com/title/tt0114694/","Adventure,Comedy"
"1091","Pete's Dragon (1977)","https://www.imdb.com/title/tt0076538/","Animation,Adventure,Comedy,Family,Fantasy,Musical"
"214","Pink Floyd - The Wall (1982)","https://www.imdb.com/title/tt0084503/","Animation,Drama,Fantasy,Music,Musical"
"1028","Grumpier Old Men (1995)","https://www.imdb.com/title/tt0113228/","Comedy,Romance"
"554","Waterworld (1995)","https://www.imdb.com/title/tt0114898/","Action,Adventure,Sci-Fi"
"109","Mystery Science Theater 3000: The Movie (1996)","https://www.imdb.com/title/tt0117128/","Comedy,Sci-Fi"
"171","Delicatessen (1991)","https://www.imdb.com/title/tt0101700/","Comedy,Crime"
"318","Schindler's List (1993)","https://www.imdb.com/title/tt0108052/","Biography,Drama,History"
"568","Speed (1994)","https://www.imdb.com/title/tt0111257/","Action,Adventure,Thriller"
"842","Pollyanna (1960)","https://www.imdb.com/title/tt0054195/","Comedy,Drama,Family"
"65","What's Eating Gilbert Grape (1993)","https://www.imdb.com/title/tt0108550/","Drama"
"591","Primal Fear (1996)","https://www.imdb.com/title/tt0117381/","Crime,Drama,Mystery,Thriller"
"401","Brady Bunch Movie, The (1995)","https://www.imdb.com/title/tt0112572/","Comedy"
"339","Mad City (1997)","https://www.imdb.com/title/tt0119592/","Crime,Drama,Thriller"
"746","Real Genius (1985)","https://www.imdb.com/title/tt0089886/","Comedy,Romance,Sci-Fi"
"68","Crow, The (1994)","https://www.imdb.com/title/tt6819318/","Talk-Show"
"7","Twelve Monkeys (1995)","https://www.imdb.com/title/tt2693930/","Documentary,Short"
"1018","Tie Me Up! Tie Me Down! (1990)","https://www.imdb.com/title/tt0101026/","Comedy,Crime,Drama,Romance"
"218","Cape Fear (1991)","https://www.imdb.com/title/tt0101540/","Crime,Thriller"
"623","Angels in the Outfield (1994)","https://www.imdb.com/title/tt0109127/","Comedy,Family,Fantasy,Sport"
"334","U Turn (1997)","https://www.imdb.com/title/tt0120399/","Crime,Drama,Thriller"
"344","Apostle, The (1997)","https://www.imdb.com/title/tt0118632/","Drama"
"145","Lawnmower Man, The (1992)","https://www.imdb.com/title/tt0104692/","Horror,Sci-Fi"
"56","Pulp Fiction (1994)","https://www.imdb.com/title/tt0110912/","Crime,Drama"
"89","Blade Runner (1982)","https://www.imdb.com/title/tt0083658/","Action,Sci-Fi,Thriller"
"141","20,000 Leagues Under the Sea (1954)","https://www.imdb.com/title/tt0046672/","Adventure,Drama,Family,Fantasy,Sci-Fi"
"576","Cliffhanger (1993)","https://www.imdb.com/title/tt0106582/","Action,Adventure,Thriller"
"133","Gone with the Wind (1939)","https://www.imdb.com/title/tt0031381/","Drama,History,Romance,War"
"153","Fish Called Wanda, A (1988)","https://www.imdb.com/title/tt0095159/","Comedy,Crime"
"813","Celluloid Closet, The (1995)","https://www.imdb.com/title/tt5553584/","Short,History"
"872","Love Jones (1997)","https://www.imdb.com/title/tt0119572/","Drama,Romance"
"146","Unhook the Stars (1996)","https://www.imdb.com/title/tt0118044/","Drama,Romance"
"507","Streetcar Named Desire, A (1951)","https://www.imdb.com/title/tt0044081/","Drama"
"367","Clueless (1995)","https://www.imdb.com/title/tt0112697/","Comedy,Romance"
"468","Rudy (1993)","https://www.imdb.com/title/tt0108002/","Biography,Drama,Sport"
"595","Fan, The (1996)","https://www.imdb.com/title/tt1655606/","Documentary"
"11","Seven (Se7en) (1995)","https://www.imdb.com/title/tt0114369/","Crime,Drama,Mystery,Thriller"
"520","Great Escape, The (1963)","https://www.imdb.com/title/tt0373873/","Documentary,Drama,War"
"82","Jurassic Park (1993)","https://www.imdb.com/title/tt0107290/","Action,Adventure,Sci-Fi,Thriller"
"501","Dumbo (1941)","https://www.imdb.com/title/tt0033563/","Animation,Drama,Family,Musical"
"3","Four Rooms (1995)","https://www.imdb.com/title/tt0113101/","Comedy"
"695","Kicking and Screaming (1995)","https://www.imdb.com/title/tt0113537/","Comedy,Drama,Romance"
"198","Nikita (La Femme Nikita) (1990)","https://www.imdb.com/title/tt0100263/","Action,Thriller"
"189","Grand Day Out, A (1992)","",""
"767","Addiction, The (1995)","https://www.imdb.com/title/tt3663930/","Short,Drama"
"705","Singin' in the Rain (1952)","https://www.imdb.com/title/tt0045152/","Comedy,Musical,Romance"
"64","Shawshank Redemption, The (1994)","https://www.imdb.com/title/tt0111161/","Drama"
"357","One Flew Over the Cuckoo's Nest (1975)","https://www.imdb.com/title/tt0073486/","Drama"
"484","Maltese Falcon, The (1941)","https://www.imdb.com/title/tt11681938/","Talk-Show"
"508","People vs. Larry Flynt, The (1996)","https://www.imdb.com/title/tt0117318/","Biography,Drama"
"303","Ulee's Gold (1997)","https://www.imdb.com/title/tt0120402/","Drama"
"215","Field of Dreams (1989)","https://www.imdb.com/title/tt0097351/","Drama,Family,Fantasy,Sport"
"749","MatchMaker, The (1997)","https://www.imdb.com/title/tt5191302/","Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi"
"829","Fled (1996)","https://www.imdb.com/title/tt0116320/","Action,Adventure,Crime,Drama,Romance"
"204","Back to the Future (1985)","https://www.imdb.com/title/tt0088763/","Adventure,Comedy,Sci-Fi"
"1295","Kicked in the Head (1997)","https://www.imdb.com/title/tt0119457/","Comedy,Crime,Drama,Romance"
"33","Desperado (1995)","https://www.imdb.com/title/tt0112851/","Action,Thriller"
"160","Glengarry Glen Ross (1992)","https://www.imdb.com/title/tt0104348/","Crime,Drama,Mystery"
"321","Mother (1996)","https://www.imdb.com/title/tt0117091/","Comedy,Drama"
"343","Alien: Resurrection (1997)","https://www.imdb.com/title/tt0118583/","Action,Horror,Sci-Fi"
"227","Star Trek VI: The Undiscovered Country (1991)","https://www.imdb.com/title/tt0102975/","Action,Adventure,Sci-Fi,Thriller"
"191","Amadeus (1984)","https://www.imdb.com/title/tt0086879/","Biography,Drama,History,Music"
"903","Afterglow (1997)","https://www.imdb.com/title/tt0118566/","Comedy,Drama,Romance"
"183","Alien (1979)","https://www.imdb.com/title/tt0078748/","Horror,Sci-Fi"
"724","Circle of Friends (1995)","https://www.imdb.com/title/tt0112679/","Drama,Romance"
"430","Duck Soup (1933)","https://www.imdb.com/title/tt0023969/","Comedy,Musical,War"
"1197","Family Thing, A (1996)","https://www.imdb.com/title/tt0116275/","Comedy,Drama"
"134","Citizen Kane (1941)","https://www.imdb.com/title/tt0033467/","Drama,Mystery"
"751","Tomorrow Never Dies (1997)","https://www.imdb.com/title/tt0120347/","Action,Adventure,Thriller"
"212","Unbearable Lightness of Being, The (1988)","https://www.imdb.com/title/tt0096332/","Drama,Romance"
"256","When the Cats Away (Chacun cherche son chat) (1996)","https://www.imdb.com/title/tt0115856/","Comedy,Romance"
"662","Somewhere in Time (1980)","https://www.imdb.com/title/tt0081534/","Drama,Fantasy,Romance"
"984","Shadow Conspiracy (1997)","https://www.imdb.com/title/tt0120107/","Action,Thriller"
"1067","Bottle Rocket (1996)","https://www.imdb.com/title/tt0115734/","Comedy,Crime,Drama"
"410","Kingpin (1996)","https://www.imdb.com/title/tt0116778/","Comedy,Sport"
"879","Peacemaker, The (1997)","https://www.imdb.com/title/tt0589978/","Comedy,War"
"271","Starship Troopers (1997)","https://www.imdb.com/title/tt0120201/","Action,Adventure,Sci-Fi,Thriller"
"1086","It's My Party (1995)","https://www.imdb.com/title/tt0603482/","Comedy,Family"
"649","Once Upon a Time in America (1984)","https://www.imdb.com/title/tt0087843/","Crime,Drama"
"951","Indian in the Cupboard, The (1995)","https://www.imdb.com/title/tt0113419/","Drama,Family,Fantasy"
"197","Graduate, The (1967)","https://www.imdb.com/title/tt0061722/","Comedy,Drama,Romance"
"678","Volcano (1997)","https://www.imdb.com/title/tt0120461/","Action,Drama,Sci-Fi,Thriller"
"199","Bridge on the River Kwai, The (1957)","https://www.imdb.com/title/tt0050212/","Adventure,Drama,War"
"709","Strictly Ballroom (1992)","https://www.imdb.com/title/tt0105488/","Comedy,Drama,Music,Romance"
"169","Wrong Trousers, The (1993)","https://www.imdb.com/title/tt0108598/","Animation,Short,Comedy,Crime,Family,Sci-Fi"
"597","Eraser (1996)","https://www.imdb.com/title/tt0116213/","Action,Drama,Thriller"
"1393","Stag (1997)","https://www.imdb.com/title/tt0120192/","Action,Drama,Thriller"
"333","Game, The (1997)","https://www.imdb.com/title/tt0119174/","Action,Drama,Mystery,Thriller"
"1115","Twelfth Night (1996)","https://www.imdb.com/title/tt0698921/",""
"577","Coneheads (1993)","https://www.imdb.com/title/tt0106598/","Comedy,Sci-Fi"
"378","Miracle on 34th Street (1994)","https://www.imdb.com/title/tt0110527/","Family,Fantasy"
"425","Bob Roberts (1992)","https://www.imdb.com/title/tt0103850/","Comedy,Drama"
"959","Dazed and Confused (1993)","https://www.imdb.com/title/tt0106677/","Comedy"
"1224","Scout, The (1994)","https://www.imdb.com/title/tt0111094/","Comedy,Drama,Sport"
"1017","Trees Lounge (1996)","https://www.imdb.com/title/tt0117958/","Comedy,Drama"
"175","Brazil (1985)","https://www.imdb.com/title/tt0088846/","Drama,Sci-Fi"
"286","English Patient, The (1996)","https://www.imdb.com/title/tt0116209/","Drama,Romance,War"
